Name,Address,Phone
Bradford-Sullivan Funeral Home,"509 Riverside Avenue, Wellsville, Ohio 43968",937-695-0622
Bauer & Turner Funeral Home,"67 W Dayton Street, West Alexandria, Ohio 45381",740-472-1601
Watters Funeral Home,"3377 Us Route 35 East, West Alexandria, Ohio 45381",740-472-1440
Mc Intire Davis & Greene Funeral,"207 E Central Avenue, West Carrollton, Ohio 45449",330-262-7771
Roberts Funeral Home,"8815 Cincinnati Columbus Road, West Chester, Ohio 45069",330-345-5665
Colbert Funeral Home,"8791 Cincinnati Dayton Road, West Chester, Ohio 45069",937-372-9003
Jackson Lytle Williams Funeral,"275 E Main Street, West Farmington, Ohio 44491",937-767-7310
Anstrom Velker Funeral Home,"1355 W Main Street, West Jefferson, Ohio 43162",330-782-0222
Cunningham-Becker Funeral Home,"419 E Main Street, West Lafayette, Ohio 43845",330-757-4851
Edward J Fox & Sons Funeral Home,"101 Zanesfield Road, West Liberty, Ohio 43357",330-788-5044
F D Mason Memorial Funeral Home,"5591 Us Highway 68 South, West Liberty, Ohio 43357",330-743-4098
Fabrizio Funeral Home,"222 W Center Street, West Mansfield, Ohio 43358",330-782-3389
Higgins-Reardon Funeral Homes,"284 N Miami Street, West Milton, Ohio 45383",330-757-2244
Howard-Rhoden Memorial Home,"1310 Third St, West Portsmouth, Ohio 45663",330-744-7547
Kubina Yuhasz Funeral Home,"40 Congress Street, West Salem, Ohio 44287",330-726-1080
Lane Funeral Homes,"205 S Cherry Street, West Union, Ohio 45693",330-744-2289
Mc Cauley Memorial Funeral Home,"216 West Mulberry Street, West Union, Ohio 45693",330-743-2841
Mc VEAN & Hughes Inc Funeral,"202 S Liberty Street, West Unity, Ohio 43570",330-744-5019
Rossi Brothers & Rossi-Lellio,"6345 Capilano Court, Westerville, Ohio 43082",330-788-9651
Schiavone Funeral Home,"220 S State Street, Westerville, Ohio 43081",330-743-3222
Shriver-Allison-Courtley,"55 E Schrock Road, Westerville, Ohio 43081",330-744-4336
Szabo & Sons Funeral Home,"23040 Center Ridge Road, Westlake, Ohio 44145",330-744-1548
Thompson Funeral Home,"26691 Detroit Road, Westlake, Ohio 44145",330-788-6568
Vaschak-Kirila Funeral Home,"20375 Taylor Street, Weston, Ohio 43569",330-792-2357
Washington Funeral Service,"11623 Gallia Pike Road, Wheelersburg, Ohio 45694",330-782-8500
Bolin-Dierkes Funeral Home,"6603 Providence Street, Whitehouse, Ohio 43571",740-452-4551
Bryan & Snider Funeral Home,"29801 Lakeland Boulevard, Wickliffe, Ohio 44092",(740) 452-8466
Burrell Funeral Service,"28890 Chardon Road, Wickliffe, Ohio 44092",740-453-7343
De Long Baker & Lanning Home,"29550 Euclid Avenue, Wickliffe, Ohio 44092",740-452-9356
Hillis & Hardwick Funeral Home,"323 S Myrtle Avenue, Willard, Ohio 44890",740-452-5494
Snouffer Funeral Home,"202 West Maple Street, Willard, Ohio 44890",740-450-8000
Gordon-Dalton Holmes,"37433 Euclid Avenue, Willoughby, Ohio 44094",580-283-3600
Criswell Funeral Home,"4154 Clark Avenue, Willoughby, Ohio 44094",(580) 332-6181
Smith-Phillips Funeral Home,"28890 Chardon Rd, Willoughby Hills, Ohio 44092",580-332-6011
Adcock Funeral Home,"97 W Locust Street, Wilmington, Ohio 45177",(918) 257-8877
Guilford-Thomas Funeral Home,"19306 State Route 136, Winchester, Ohio 45697",(918) 257-4224
Christian Funeral Home,"100 S Paul Street, Woodsfield, Ohio 43793",580-477-2090
Kincannon Funeral Homes,"37501 State Route 78, Woodsfield, Ohio 43793",580-482-1800
Lowell Tims Funeral Home,"216 E Larwill Street, Wooster, Ohio 44691",580-482-1233
Marshall Funeral Home,"7067 Cleveland Road, Wooster, Ohio 44691",(580) 327-2311
Wharton Funeral Chapel Inc,"574 E Main Street, Xenia, Ohio 45385",580-327-1234
Smith Funeral Home,"322 Xenia Avenue, Yellow Springs, Ohio 45387",405-247-3701
Steverson Funeral Home,"75 E Midlothian Boulevard, Youngstown, Ohio 44507",405-247-6750
Burkhart Funeral Servcie,"270 N Main Street, Youngstown, Ohio 44514",(580) 298-3348
Serenity Funeral Service,"4700 Market Street, Youngstown, Ohio 44512",(580) 271-7045
Crews Funeral Home,"511 W Rayen Avenue, Youngstown, Ohio 44502",(580) 588-3366
Craddock Funeral Home,"619 E Indianola Avenue, Youngstown, Ohio 44502",580-223-2727
Dawson-Dillard-Kirk Funeral Home,"2726 Center Road, Youngstown, Ohio 44514",580-223-1462
Griffin-Hillcrest Funeral Home,"1755 Shehy Street, Youngstown, Ohio 44506",580-226-5556
Harvey Funeral Home,"5925 Market Street, Youngstown, Ohio 44512",580-224-9784
Harvey-Douglas Funeral Home,"5797 Mahoning Avenue, Youngstown, Ohio 44515",580-223-2323
Kirk-Dawson-Dillard Funeral Home,"230 Broadway Street, Youngstown, Ohio 44504",(580) 223-1462
Ragsdale-Grant & Sons Mortuary Inc,"711 Wick Avenue, Youngstown, Ohio 44505",(580) 223-0377
Shaw Funeral Home,"4442 South Avenue, Youngstown, Ohio 44512",580-885-7500
Atoka Funeral Home Inc,"1842 Belmont Avenue, Youngstown, Ohio 44504",(580) 889-3322
Brown's Funeral Service,"292 Madison Avenue, Youngstown, Ohio 44504",580-889-9339
Barnsdall Funeral Service,"1360 5th Avenue, Youngstown, Ohio 44504",918-847-2442
Stumpff Funeral Home,"4221 Market Street, Youngstown, Ohio 44512",918-333-4300
Walker Brown Funeral Home,"3100 Canfield Road, Youngstown, Ohio 44511",918-333-7665
Clark Funeral Service,"2234 Glenwood Avenue, Youngstown, Ohio 44511",580-625-4545
Mc Clendon-Winters Funeral Home,"1271 Blue Avenue, Zanesville, Ohio 43701",918-267-4444
Bill Merritt Funeral Service,"2318 Maple Ave, Zanesville, Ohio 43701",(405) 789-5622
Mercer Adams Funeral Service,"414 La Salle Street, Zanesville, Ohio 43701",405-495-4363
Binger-Gragg Funeral Home,"56 S 5th Street, Zanesville, Ohio 43701",(405) 656-2313
Turner Funeral Home,"935 Forest Avenue, Zanesville, Ohio 43701",(405) 656-2240
Bixby Funeral Service,"1150 Military Road, Zanesville, Ohio 43701",(918) 369-1700
Leonard & Marker Funeral Home,"209 Main, Achille, Oklahoma 74720",(918) 366-8288
Blackwell Funeral Home,"815 East Arlington, Ada, Oklahoma 74820",580-363-2711
Roberts & Son Funeral Home Inc,"123 E 13th Street, Ada, Oklahoma 74820",(580) 363-3737
Binyon Funeral Home,"17 E 1st, Afton, Oklahoma 74331",(405) 485-8600
Eisenhour Funeral Home,"122 S Main St, Afton, Oklahoma 74331",(405) 485-3311
Hyde Park Mortuary,"417 W Commerce Street, Altus, Oklahoma 73521",918-667-3361
Keller Memorial Funeral Home,"3020 N Main Street, Altus, Oklahoma 73521",918-667-3939
Miller & Miller Funeral Home,"1100 E Tamarack Road, Altus, Oklahoma 73521",580-566-2232
Prater-Lampton-Mills & Coffey Funeral Chapel,"230 Flynn St, Alva, Oklahoma 73717",(580) 566-2200
Hutchins-Maples Funeral Home,"1302 Oklahoma Boulevard, Alva, Oklahoma 73717",918-367-3318
Schumacher Funeral Home,"301 W Oklahoma Street, Anadarko, Oklahoma 73005",918-367-2244
Amis-Kennard Funeral Services,"1115 S Mission Street, Anadarko, Oklahoma 73005",(918) 251-5331
Christian-Gavlik Funeral Home,"715 E Main Street, Antlers, Oklahoma 74523",(918) 251-6464
Floral Haven Funeral Home,"202 East Main Street, Antlers, Oklahoma 74523",918-459-1500
Hayhurst Funeral Home,"122 E Floyd St, Apache, Oklahoma 73006",(918) 258-9623
Kennedy-Amis-Kennard Funeral,"525 S Commerce Street, Ardmore, Oklahoma 73401",918-251-5331
Brumley Funeral Home,"6 E Street Northeast, Ardmore, Oklahoma 73401",580-584-3344
Conley-White Funeral Home,"1610 Centre Street Southeast, Ardmore, Oklahoma 73401",580-584-3376
Micky Wilkinson Funeral Home,"2118 S Commerce Street, Ardmore, Oklahoma 73401",580-735-2014
Myatt Funeral Home,"122 1st Avenue Southwest, Ardmore, Oklahoma 73401",(580) 735-2454
Wilkinson Funeral Service,"6 E St NE, Ardmore, Oklahoma 73401",(580) 735-2014
Caddo Funeral Home,"803 E Main St, Ardmore, Oklahoma 73401",580-367-2262
Haigler-Pierce Funeral Home,"111 E Jenkins, Arnett, Oklahoma 73832",580-886-2222
Wentworth Mortuary,"1000 W Liberty Rd, Atoka, Oklahoma 74525",(580) 987-2232
Carnegie Funeral Home,"800 West 13th Street, Atoka, Oklahoma 74525",580-654-2275
Pitcher-Hackney Funeral Home,"108 S 7th Street, Barnsdall, Oklahoma 74002",(580) 654-1101
Ray & Martha's Funeral Home,"1600 SE Washington Boulevard, Bartlesville, Oklahoma 74006",580-654-1800
Amis-Kennard Funeral Services,"4201 Nowata Road, Bartlesville, Oklahoma 74006",(918) 266-2112
Robbins Cement Chapel,"124 W 2nd Street, Beaver, Oklahoma 73932",405-489-3500
Parks Brothers Funeral Service,"205 W Main, Beggs, Oklahoma 74421",(405) 258-1177
Garrett Family Funeral Home,"6201 Nw 39th Expy, Bethany, Oklahoma 73008",918-473-2244
Hampton Mortuary Inc,"3925 N Asbury Avenue, Bethany, Oklahoma 73008",(918) 473-6821
Smith Funeral Home Of Checotah Inc,"321 W Main St, Binger, Oklahoma 73009",(918) 473-2244
Chelsea Funeral Home Crematory,"114 N Broadway, Binger, Oklahoma 73009",918-789-2211
Seaman-Blanke Funeral Service,"13307 South Memorial Drive, Bixby, Oklahoma 74008",918-789-2531
Goodwin Funeral Home,"118 North Armstrong, Bixby, Oklahoma 74008",580-596-3346
Lanman Funeral Home,"301 W Blackwell Avenue, Blackwell, Oklahoma 74631",580-596-2002
Rose Chapel Funeral Service,"120 W Padon Ave, Blackwell, Oklahoma 74631",580-497-3322
Brown & Christian Funeral Home,"2500 N Council Rd, Blanchard, Oklahoma 73010",405-224-7258
Christian Funeral Home,"600 N Main St, Blanchard, Oklahoma 73010",(405) 224-7258
Fletcher-Jefferson Funeral Home,"222 S Pecan, Boley, Oklahoma 74829",(405) 224-1923
McRay Funeral Home,"120 S Pecan, Boley, Oklahoma 74829",(405) 224-4141
Sevier Funeral Home Inc,"921 Hunter Avenue, Boswell, Oklahoma 74727",(405) 224-4266
Hibbs Funeral Home & Cremation,"701 N 6th St, Boswell, Oklahoma 74727",405-390-2626
Rice Funeral Service,"119 N Chestnut Street, Bristow, Oklahoma 74010",918-341-0376
Clayton Funeral Home Inc,"130 W 8th Avenue, Bristow, Oklahoma 74010",918-569-4444
Chapman-Black Funeral Home,"231 E Commercial St, Broken Arrow, Oklahoma 74012",918-358-2511
Kiesau Lee Funeral Homes,"222 W Broadway St, Broken Arrow, Oklahoma 74012",580-323-1212
Epperson Funeral Service,"6500 S 129th East Avenue, Broken Arrow, Oklahoma 74012",(580) 927-2101
Bryan County Funeral Home,"1660 S Elm Pl, Broken Arrow, Oklahoma 74012",580-296-4663
Collinsville Funeral Home Inc,"231 E Commercial Street, Broken Arrow, Oklahoma 74012",(918) 371-2516
Nick Reynolds Funeral Service,"500 N Park Drive, Broken Bow, Oklahoma 74728",918-371-1178
Jack Loftiss Funeral Home,"205 N Broadway Street, Broken Bow, Oklahoma 74728",(580) 832-5351
Mc Clure Funeral Home,"306 SW Elm Street, Buffalo, Oklahoma 73834",580-832-3311
Davis Funeral Home,"107 N Hoy Street, Buffalo, Oklahoma 73834",(918) 225-3103
Palmer & Marler Funeral Home,"306 Sw 1st Street, Buffalo, Oklahoma 73834",918-225-2500
Cyril Funeral Home,"108 Buffalo Street, Caddo, Oklahoma 74729",580-464-2222
Bill Eisenhour Funeral Homes Inc,"400 W Pine, Canton, Oklahoma 73724",(405) 672-1321
Sunny Lane Funeral Home,"309 W Main Street, Carmen, Oklahoma 73726",(405) 943-0155
Arnold Moore Dewey Funeral Service,"22 S Broadway, Carnegie, Oklahoma 73015",918-534-1200
Michaels Funeral Home,"4 N Colorado, Carnegie, Oklahoma 73015",918-352-2312
Smith Funeral Home,"20 W Main Street, Carnegie, Oklahoma 73015",(918) 352-2536
Bailes-Polk Funeral Home,"Oak Street & Highway 66, Catoosa, Oklahoma 74015",580-255-5252
Grantham Velma Chapel,"405 N Main, Cement, Oklahoma 73017",580-444-3719
Brown's Funeral Home,"617 Manvel Avenue, Chandler, Oklahoma 74834",580-920-0393
Brown's Funeral Service,"311 SW 2nd Street, Checotah, Oklahoma 74426",(580) 920-0393
Coffey Funeral Home,"211 W Okmulgee Avenue, Checotah, Oklahoma 74426",(580) 924-3331
Compassionate Funeral Service,"311 Sw 2nd Street, Checotah, Oklahoma 74426",580-924-2273
Dalton-Holmes Funeral Home,"601 Vine Street, Chelsea, Oklahoma 74016",(580) 924-0224
Murray Funeral Home,"806 Walnut Street, Chelsea, Oklahoma 74016",(580) 924-3936
Baggerley Funeral Home,"106 W 2nd Street, Cherokee, Oklahoma 73728",(405) 341-3737
Crawford Family Funeral,"1305 S Grand Avenue, Cherokee, Oklahoma 73728",405-341-6226
Matthews Funeral Home,"602 E McKinney, Cheyenne, Oklahoma 73628",(405) 341-2787
Huber-Benson Funeral Home,"400 Sheppard Street, Chickasha, Oklahoma 73018",405-262-1202
Wilson Funeral Home,"401 S 1st Street, Chickasha, Oklahoma 73018",(405) 262-3311
Kincannon Funeral Chapel,"120 E Texas Avenue, Chickasha, Oklahoma 73018",(580) 482-1800
Lowell Funeral Chapel,"110 S 8th Street, Chickasha, Oklahoma 73018",(580) 633-2500
Elgin Funeral Home,"702 W Chickasha Avenue, Chickasha, Oklahoma 73018",580-492-5663
Martin Funeral Home,"2190 Harper Street, Choctaw, Oklahoma 73020",580-225-1111
Whinery-Savage Funeral Service,"631 E Will Rogers Boulevard, Claremore, Oklahoma 74017",(580) 225-2112
Wooster Funeral Home,"329 W Burnett Street, Clayton, Oklahoma 74536",580-788-2264
Anderson-Burris Funeral Home,"108 W Delaware Street, Cleveland, Oklahoma 74020",580-233-2700
Brown-Cummings Funeral Home,"2500 W Modelle Avenue, Clinton, Oklahoma 73601",580-237-5432
DFS Memorials,"400 W Queen Ave, Coalgate, Oklahoma 74538",(855) 246-9662
Henninger-Allen Funeral Home,"107 Burney Street, Colbert, Oklahoma 74733",580-233-1700
Ladusau-Evans Funeral Home,"1302 W Main Street, Collinsville, Oklahoma 74021",580-233-1400
Russworm Funeral Home,"1501 W Main Street, Collinsville, Oklahoma 74021",580-234-1575
Stittsworth Funeral Service & Cremation Directors,"107 N Crider Rd, Cordell, Oklahoma 73632",(580) 233-9500
Fatheree-Albert Funeral Home,"203 S Market Street, Cordell, Oklahoma 73632",580-526-3328
Gregg Funeral Homes,"402 E Broadway Street, Cushing, Oklahoma 74023",918-689-5322
Hunsaker Wooten Funeral Home,"800 S Linwood Avenue, Cushing, Oklahoma 74023",918-642-3228
Adcock Funeral Home,"5th Street & Nebraska Street, Cyril, Oklahoma 73029",918-676-5077
Cooper Funeral Home,"5005 Se 29th Street, Del City, Oklahoma 73115",(918) 676-3311
Fairview Funeral Home Inc,"4000 SE 29th St, Del City, Oklahoma 73115",(580) 227-4722
Robbins Funeral Home,"802 N Cherokee Avenue, Dewey, Oklahoma 74029",(580) 549-6036
Fort Cobb Funeral Home,"501 W Broadway Street, Drumright, Oklahoma 74030",(405) 643-2622
Millsap Funeral Service,"405 W Broadway Street, Drumright, Oklahoma 74030",(918) 478-2431
Prater-Lampton-Mills & Coffey Funeral Chapel,"910 W Oak Avenue, Duncan, Oklahoma 73533",(580) 873-2200
Gray Gish Funeral Home,"1502 N Highway 81, Duncan, Oklahoma 73533",(580) 335-2112
Jackson Funeral Home,"4900 W Highway 70, Durant, Oklahoma 74701",580-335-7447
Smith-Gallo Funeral Home,"4900 W Main Street, Durant, Oklahoma 74701",(404) 282-2272
Bunch-Roberts Funeral Home,"121 N 5th Avenue, Durant, Oklahoma 74701",(580) 338-3244
Henson-Novak Funeral Directors,"309 W Arkansas Street, Durant, Oklahoma 74701",(580) 338-3321
Asa Smith Funeral Service,"223 N 3rd Avenue, Durant, Oklahoma 74701",(405) 454-2201
Mills Funeral Home,"801 W Main Street, Durant, Oklahoma 74701",(918) 297-2515
Dowdy Funeral Home Inc,"930 S Broadway, Edmond, Oklahoma 73034",(918) 482-5212
Roberts Funeral Home & Chapel,"610 NW 178th Street, Edmond, Oklahoma 73012",(580) 229-2525
Spivey Reser Funeral Homes,"601 S Kelly Avenue, Edmond, Oklahoma 73003",(580) 229-1221
Dowden Funeral Home,"100 S Barker Avenue, El Reno, Oklahoma 73036",(918) 653-2222
Kenny Lanman Funeral Home Of Helena,"100 N Barker Avenue, El Reno, Oklahoma 73036",(580) 852-3212
Shurden Funeral Home,"Fourth & Main, Eldorado, Oklahoma 73537",(918) 652-4461
Hinton-Turner Funeral Home,"219 S 6th Street, Eldorado, Oklahoma 73537",(405) 542-3222
Hackney-Gish Funeral Home,"602 A Street, Elgin, Oklahoma 73538",(580) 726-5212
Fisher Funeral Home Inc,"600 W Country Club Boulevard, Elk City, Oklahoma 73644",(405) 379-5500
Patterson-Greer Funeral Home,"403 W Country Club, Elk City, Oklahoma 73644",(580) 688-3351
Stewart Funeral Service,"105 S Main, Elmore City, Oklahoma 73433",(580) 688-2385
Powell Funeral Home,"3002 N Van Buren Street, Enid, Oklahoma 73703",(918) 885-2128
Roberts Brothers Funeral Home,"400 W Maple Avenue, Enid, Oklahoma 73701",(580) 652-2351
Alberta Funeral Home,"2421 North Washington Street, Enid, Oklahoma 73701",(580) 326-2518
Miller & Miller Funeral Home,"601 W Broadway Avenue, Enid, Oklahoma 73701",(580) 326-8331
Mt Olive Funeral Home,"2800 N Van Buren Street, Enid, Oklahoma 73703",(580) 326-9627
Prater-Lampton-Mills & Coffey Funeral Home,"476 E State Avenue, Enid, Oklahoma 73701",(580) 326-6464
Rogan Funeral Home Inc,"2420 North Washington Street, Enid, Oklahoma 73701",(580) 326-6145
Bakers Funeral Home,"117 S Walnut Street, Erick, Oklahoma 73645",(580) 286-7636
Blandon Westside Mortuary Inc,"119 S 1st Street, Eufaula, Oklahoma 74432",(580) 286-3202
Brumley-McCurtain Funeral Home,"201 N 4th Street, Fairfax, Oklahoma 74637",(580) 286-6677
Huckleberry Funeral Service,"101 W Conner Avenue, Fairland, Oklahoma 74343",(580) 286-6868
Norwood Funeral Home,"118 N Main, Fairland, Oklahoma 74343",(580) 286-4449
Inola Funeral Home,"221 N Main Street, Fairview, Oklahoma 73737",(918) 543-6060
Turner Funeral Chapels,"518 W Cole, Fletcher, Oklahoma 73541",(918) 253-5100
Mallory Funeral Home,"306 N 3rd Street, Fort Cobb, Oklahoma 73038",(918) 966-3933
Campbell-Watts Funeral Home Inc,"700 E Poplar Street, Fort Gibson, Oklahoma 74434",(580) 564-1313
Pickard-Swearingen Funeral Home,"106 Nw 3rd Street, Fort Towson, Oklahoma 74735",(580) 925-3252
Clark-Wilkinson Funeral Service,"111 N 11th Street, Frederick, Oklahoma 73542",(580) 921-3530
Myatt-Seeger Funeral Home,"1 East Gladstone Avenue, Frederick, Oklahoma 73542",(580) 921-3333
Becker Funeral Home Inc,"220 N First St, Guthrie, Oklahoma 73044",(580) 353-3030
Comanche Nation Funeral Home,"7th At Ellison, Guymon, Oklahoma 73942",(580) 351-0045
Jefferson Funeral Home Inc,"501 W 5th, Guymon, Oklahoma 73942",(580) 353-2223
Lawton-Ritter-Gray Funeral Home,"2039 N Tim Holt Drive, Harrah, Oklahoma 73045",(580) 353-2940
Miller's Mortuary,"103 N 10th Street, Hartshorne, Oklahoma 74547",(580) 353-9945
Whinery-Huddleston Funeral Service,"201 W Commercial, Haskell, Oklahoma 74436",(580) 536-0211
B G Boydston Funeral Home,"301 Sinclair Street, Healdton, Oklahoma 73438",(405) 756-2143
Peoples Cooperative Funeral Home,"21 N 5th Street, Healdton, Oklahoma 73438",(580) 846-9018
Campbell-Watts Funeral Home Inc,"Hwy 271 W, Heavener, Oklahoma 74937",(580) 795-3311
Greer Funeral Home,"309 E 4th Street, Helena, Oklahoma 73741",(580) 782-3323
Mannford Funeral Home,"411 W Division Street, Henryetta, Oklahoma 74437",(918) 865-3153
Callaway-Smith-Cobb Funeral Home,"107 W Park, Hinton, Oklahoma 73047",(580) 658-5455
Knight-Swearingen Funeral Home,"304 South Washington Street, Hobart, Oklahoma 73651",(405) 374-2424
Hills-Ely Funeral Home,"700 S Broadway, Holdenville, Oklahoma 74848",(580) 395-2323
Advantage Funeral & Cremation Services Mid-Del,"235 N Main Street, Hollis, Oklahoma 73550",(405) 732-4511
Barnes & Johnson Funeral Home,"417 E Broadway Street, Hollis, Oklahoma 73550",(405) 733-2991
Hackney-Gish Funeral Home,"223 N Wood Avenue, Hominy, Oklahoma 74035",(580) 347-2222
Biglow Funeral Directors Inc,"207 N Swem, Hooker, Oklahoma 73945",(918) 687-5510
Bradley Funeral Service,"500 S Broadway Street, Hugo, Oklahoma 74743",(918) 682-3361
Foster-Petering Funeral Home,"410 S F Street, Hugo, Oklahoma 74743",(918) 682-3436
Granger Funeral Home,"303 N 2nd Street, Hugo, Oklahoma 74743",(918) 682-2477
Lescher-Millsap Funeral Home,"216 E Jackson, Hugo, Oklahoma 74743",(918) 683-7788
Muskogee Cremation & Funeral Service,"404 S Broadway Street, Hugo, Oklahoma 74743",(918) 683-1700
Ragsdale Funeral Center,"310 Sw Jamaica Street, Idabel, Oklahoma 74745",(918) 682-2200
McNeil's Mustang Funeral Service,"407 Nw Haskell Street, Idabel, Oklahoma 74745",(405) 376-1616
Miller-Stahl Funeral Service,"1401 Lincoln Road, Idabel, Oklahoma 74745",(580) 362-3232
McMahan's Funeral Home,"507 N Central Avenue, Idabel, Oklahoma 74745",(405) 872-3466
Memorial Chapel Funeral Service,"115 N Central Avenue, Idabel, Oklahoma 74745",(405) 872-9206
Havenbrook Funeral Home,"15 N Broadway, Inola, Oklahoma 74036",405-329-0101
Primrose Funeral Service,"311 W Gray Street, Jay, Oklahoma 74346",(405) 321-6000
Benjamin Funeral Service,"800 Main Street, Keota, Oklahoma 74941",918-273-2700
Stumpff-Nowata Funeral Home,"Highway 70 E, Kingston, Oklahoma 73439",918-273-1550
Palmer & Marler Funeral Home,"217 N Broadway Street, Konawa, Oklahoma 74849",918-862-3222
Wilkinson Mortuary,"124 Sw 7th, Laverne, Oklahoma 73848",(580) 822-4444
Parks Brothers Funeral Home,"421 S Broadway, Laverne, Oklahoma 73848",(918) 623-1221
Schumacher Funeral Home,"1502 Nw Fort Sill Blvd, Lawton, Oklahoma 73507",918-623-1133
Absolute Economical Funeral Home,"2701 Sw J Street, Lawton, Oklahoma 73505",(405) 787-9300
Advantage Funeral & Cremation,"101 W Gore Blvd, Lawton, Oklahoma 73505",405-682-1682
Affordable Cremation Service,"632 Sw C Avenue, Lawton, Oklahoma 73501",405-521-8777
Arlington Memory Gardens,"15 Nw Dearborn Avenue, Lawton, Oklahoma 73507",405-427-2453
Baggerley-South Funeral Home,"6210 Nw Cache Road, Lawton, Oklahoma 73505",(405) 634-3737
Bill Eisenhour Funeral Homes Inc,#VALUE!,(405) 769-3362
Bill Eisenhour Se Funeral Home,"308 Sw 3rd Street, Lindsay, Oklahoma 73052",405-672-1321
Capitol Hill Funeral Home,"1400 W Main Street, Lone Wolf, Oklahoma 73655",(405) 235-5451
Caskets Inc & Johnson Funeral,"200 S 1st Street, Madill, Oklahoma 73446",405-677-7455
Chapel Hill Funeral Home and Memorial Gardens,"235 S Pennsylvania Avenue, Mangum, Oklahoma 73554",(405) 721-3182
Corbett Funeral & Cremation Service,"170 Phelps Road, Mannford, Oklahoma 74044",405-488-3848
Demuth Funeral Home,"415 W Main Street, Marlow, Oklahoma 73055",405-843-5521
DFS Memorials Oklahoma City,"102 W Monroe, Maud, Oklahoma 74854",(405) 252-1831
Fallon Mortuary Service Inc,"108 W Cherokee, Medford, Oklahoma 73759",405-236-3777
Ford Funeral Service,"412 N Air Depot Blvd, Midwest City, Oklahoma 73110",405-677-9990
Funeral Directors Service,"1820 S Douglas Blvd, Midwest City, Oklahoma 73130",405-239-7776
Funeral Reference Service,"5th & Rainey Mtn, Mountain View, Oklahoma 73062",405-528-8303
Guardian Funeral Home (North Chapel),"549 S 6th Street, Muskogee, Oklahoma 74401",(405) 752-9292
Guardian Funeral Home (West Chapel),"1020 W Okmulgee Street, Muskogee, Oklahoma 74401",(405) 495-9292
Guardian Funeral Homes,"904 W Okmulgee Street, Muskogee, Oklahoma 74401",405-752-9292
Guardian Midtown Funeral Home,"812 Emporia Street, Muskogee, Oklahoma 74401",(405) 232-9292
Hahn Cook Street & Draper,"611 W Okmulgee Street, Muskogee, Oklahoma 74401",405-848-5515
Hahn Cook Street & Draper,"222 S 32nd Street, Muskogee, Oklahoma 74402",405-848-5515
Howard Harris Funeral Service,"2200 Military Drive, Muskogee, Oklahoma 74401",405-682-1883
Hunter Funeral Home,"525 W Highway 152, Mustang, Oklahoma 73064",(405) 631-8751
John M Ireland Funeral Home,"200 S Main Street, Newkirk, Oklahoma 74647",405-799-1200
McKay-Davis Funeral Home Inc,"616 S 8th Street, Noble, Oklahoma 73068",(405) 424-3339
Memorial Park Cemetery,"701 Ash Street, Noble, Oklahoma 73068",405-478-0556
OKC Cremation & Mortuary,"3401 Havenbrook Street, Norman, Oklahoma 73072",405-230-1310
Oklahoma Mortuary Service,"1109 N Porter Ave, Norman, Oklahoma 73071",405-606-6160
Our Lady-Guadalupe Jones Family,"114 W Cherokee Avenue, Nowata, Oklahoma 74048",405-605-3036
Pollard Funeral Homes Inc,"620 E Cherokee Avenue, Nowata, Oklahoma 74048",(405) 769-6719
Ray Francisco Embalming Service,"109 West Main Street, Oilton, Oklahoma 74052",405-917-7744
Resthaven Funeral Home,"220 N Maine Street, Okeene, Oklahoma 73763",405-691-1661
Rolfe Funeral Home,"N 3rd At Boston, Okemah, Oklahoma 74859",(405) 424-4136
Rose Hill Burial Park,"1321 W Columbia Street, Okemah, Oklahoma 74859",405-843-5771
SCI Funeral Service Inc,"7721 NW 10th Street, Suite B, Oklahoma City, Oklahoma 73127",405-672-5885
Smith & Kernke Funeral Directors,"7720 S Pennsylvania Avenue, Oklahoma City, Oklahoma 73159",(405) 528-7542
Temple & Sons Funeral Director,"1 Northwest 64th Street, Oklahoma City, Oklahoma 73116",405-427-8321
Vondel L Smith & Son Mortuary,"3400 N Midwest Boulevard, Oklahoma City, Oklahoma 73141",405-634-1439
Vondel L Smith & Son Mortuary,"5708 S Western Avenue, Oklahoma City, Oklahoma 73109",405-634-1439
Vondel L Smith-Son Mortuaries,"8805 Ne 23rd Street, Oklahoma City, Oklahoma 73141",405-692-5503
Zahn-Cook Street & Draper,"5005 SE 29th Street, Oklahoma City, Oklahoma 73115",405-843-5882
Biglow Funeral Directors Inc,"2801 S Robinson Avenue, Oklahoma City, Oklahoma 73109",(918) 756-2233
Dyer Funeral Home,"4985 SE 29th Street, Oklahoma City, Oklahoma 73115",(918) 756-3206
House of Winn Funeral Home,"8701 Northwest Expwy, Oklahoma City, Oklahoma 73162",918-756-6200
Kelley-Shurden Funeral Home,"807 W Wilshire Boulevard, Oklahoma City, Oklahoma 73116",(918) 756-3300
McClendon-Winters Funeral Home,"1145 W Britton Road, Oklahoma City, Oklahoma 73114",(918) 756-1677
Oologah Funeral Home,", Oklahoma City, Oklahoma 73114",918-443-9222
Chruchill Funeral & Cremation,"2524 NW 2nd Street, Oklahoma City, Oklahoma 73107",918-272-4411
Moore's Owasso Chapel,"305 S Sooner Road, Oklahoma City, Oklahoma 73110",(918) 272-3200
Mowery Funeral Service,"1 N Villa Avenue, Oklahoma City, Oklahoma 73107",918-272-6244
Stufflebean-Coffey Funeral Home,"1401 NW 23rd Street, Oklahoma City, Oklahoma 73106",(405) 238-3356
